nErrorBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
15,9,0.0024,986,1,4,10,Docker,opensuse
4,9,0.0032,228,6,16,61,Docker,debian
4,9,0.004,187,1,16,1,Docker,debian
4,9,0.0047,57,3,17,1,Docker,centos
1,9,0.0053,288,5,12.5,8,Docker,node
10,9,0.0058,356,2,15,31,Docker,debian
1,9,0.0059,196,1.3333,4,5,Docker,alpine
9,9,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,9,0.0085,160,3,33,15,Docker,alpine
4,9,0.0086,0,11,19,852,Circle,docker-perl-app-base
1,9,0.0098,176,4.5,4,4,Docker,jenkins
13,9,0.0104,133,4,7,3,Docker,ubuntu
7,9,0.0106,542,6,10,3,Docker,ubuntu
85,9,0.0129,804,1,6,3,Docker,aspnet
8,9,0.0131,207,3,18.3333,39,Docker,openjdk
2,9,0.0164,49,5,10.75,4,Docker,baseimage
51,9,0.0188,377,2,4,1,Docker,debian
1,9,0.02,28,1,20.6667,22,Docker,java
13,9,0.0294,94,2,41.6667,4,Docker,ubuntu
5,9,0.0376,31,4.625,37.125,26,Docker,ubuntu
6,9,0.04,254,1,61,36,Docker,php
1,9,0.0537,141,2,10,29,Docker,oracle-jdk
1,9,0.1041,0,27,32,46,Circle,ubuntu
4,9,0.1057,152,2,9,22,Docker,mesos
8,9,0.1352,245,8,27,44,Docker,golang
20,9,0.139,0,2.4615,11.0769,14,Travis,alpine
7,9,0.1493,152,4,9.6667,4,Docker,java
7,9,0.3114,0,2.5,16,91,Circle,debian
3,9,0.7568,0,1,8,134,Circle,debian
13,9,0.9345,0,2,20,1123,Circle,centos
2,9,1.9021,144,3,8,59,Docker,mercury-depend
1,9,1.9786,0,1,2,93,Travis,nginx
6,9,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
11,9,3.4829,0,3.5714,43,222,Circle,base-jdk
4,9,6.9593,0,1,2,232,Circle,nginx
3,9,7.0563,0,3,18,130,Circle,alpine-base
14,9,7.0611,0,1,9,684,Circle,basejava
4,9,7.8564,0,1.5833,6.6667,164,Circle,jetty
9,9,9.0212,0,5,50,248,Circle,centos
1,9,12.0208,0,0.6667,5.7778,114,Circle,tomcat
20,9,12.8416,0,3,31.8,442,Circle,alpine
2,9,13.0814,0,0,12,49,Circle,alpine-ruby
1,9,14.0696,51,6,11.6667,85,Docker,uwsgi
9,9,19.93,0,0,17,88,Circle,alpine
326,9,23.0597,0,3,10,4106,Circle,alpine
11,9,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
118,9,36.036,0,0,4,1208,Circle,alpine
1,9,39.9654,254,2,15.4,41,Docker,centos
6,9,51.8739,80,4.75,16.75,103,Docker,php
4,9,52.0142,78,2.5,31,62,Docker,alpine
27,9,64.2844,0,2,10,164,Travis,alpine-node
2,9,64.8187,0,0,10.5,215,Travis,node
19,9,64.9491,0,2.7778,54.2963,1606,Circle,ubuntu
4,9,70.3905,0,0,1,179,Travis,docker-rails
1,9,71.8883,0,1,70,285,Circle,fedora
1,9,72.5254,0,1.5,7,55,Circle,erlang18
1,9,79.9721,0,2,4,126,Travis,golang
4,9,82.9521,0,1,7.5,927,Travis,lewis-depends
13,9,83.0324,0,0.3333,9,88,Circle,node
22,9,92.7464,0,1,30,924,Travis,fpm-nginx
1,9,97.8665,0,0,21,52,Circle,alpine
4,9,97.927,0,9.5,15,111,Circle,baseimage
4,9,98.0739,0,4,17.6667,55,Circle,node
10,9,98.1166,0,8.6,12,267,Circle,ruby
16,9,110.1,0,0,6,1273,Circle,alpine-build
1,9,114.074,20,3,47,8,Docker,alpine
5,9,120.021,0,2,8.3333,1847,Circle,ruby
12,9,124.152,186,2.1579,26.8421,503,Docker,debian
1,9,141.097,262,8.4444,10.6667,515,Docker,python
3,9,155.068,0,9.875,13.875,420,Circle,ubuntu
5,9,160.07,0,1,9,562,Travis,node
4,9,164.087,0,0,9.5714,876,Circle,node
1,9,183.34,0,1.25,10.75,846,Travis,node
2,9,184.718,0,5,31,64,Travis,nginx
5,9,194.171,0,1,7,376,Travis,alpine-java
8,9,198.945,0,3,9.5,621,Travis,ruby
2,9,200.918,0,2,51.3333,180,Circle,alpine
2,9,208.122,0,4,17,99,Circle,core-box
5,9,209.99,42,2,12,39,Docker,alpine
1,9,220.16,0,4,17,91,Circle,core-box
6,9,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
67,9,224.738,0,2,7,2974,Circle,golang
2,9,225.289,0,4,17,99,Circle,core-box
1,9,226.105,0,1,9.1818,372,Travis,node
4,9,228.727,0,4,16,51,Circle,core-box
2,9,262.027,0,0,7,819,Travis,java
1,9,265.887,0,4,14.5,47,Circle,core-box
1,9,281.928,0,4,17,126,Circle,core-box
1,9,286.854,0,2,5,355,Travis,busybox
1,9,296.855,0,15,86,141,Travis,baseimage
4,9,364.981,0,1,59,723,Travis,ubuntu
2,9,371.673,0,2,18,56,Travis,alpine
1,9,427.735,0,0,7,101,Travis,java
4,9,432.097,0,2,12,393,Travis,python
4,9,433.042,0,6.5,14,823,Travis,golang
11,9,500.026,0,8,20,85,Circle,diaspora-docker
30,9,526.864,0,3.1818,10.7273,479,Travis,ubuntu
37,9,618.774,0,1.5,5.5,418,Circle,busybox
2,9,628.195,0,0.5,4,361,Travis,java
6,9,644.631,0,0,11,253,Circle,node
1,9,690.974,0,1,2,302,Travis,viws
2,9,705.232,0,1,21,625,Travis,alpine-java
1,9,708.75,0,2,12,99,Travis,alpine
5,9,717.775,0,0,9.25,2145,Circle,node
7,9,721.256,0,1,32,4412,Circle,base
4,9,734.907,0,1,41,2760,Travis,buildenv
7,9,756.17,0,3.6667,18,1022,Circle,javajsbase
3,9,769.139,0,6,22,451,Travis,base
13,9,769.683,0,7.25,31.25,443,Travis,base
4,9,786.55,0,6,21,2304,Travis,php
3,9,841.838,0,2,7,436,Circle,node
2,9,896.422,0,3,22,2981,Travis,base
1,9,897.147,0,0,10,258,Circle,ruby
21,9,955.066,0,2,7,609,Circle,node
105,9,1059.15,0,2.7143,6.7143,17849,Circle,build_env
5,9,1116.14,0,1,4,1625,Circle,cyclus
156,9,1153.66,0,2,7,4509,Circle,node
9,9,1271.74,0,7,51,15319,Circle,ubuntu
2,9,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
5,9,1392.17,0,1,5,876,Travis,scratch
1,10,0,0,6.1429,19.8571,125,Circle,build
42,10,0.0016,503,0,2,5,Docker,php
4,10,0.0017,340,2,8.25,14,Docker,debian
3,10,0.0024,986,1,4,10,Docker,opensuse
1,10,0.0029,754,4,8,6,Docker,gitlab-ce
6,10,0.0032,228,6,16,61,Docker,debian
1,10,0.0033,27,7,28.6667,18,Docker,ubuntu
11,10,0.0047,57,3,17,1,Docker,centos
1,10,0.005,32,10,23,25,Docker,baseimage
5,10,0.0053,84,11.6,43,12,Docker,docker-bitrise-base
5,10,0.0053,318,2,6,7,Docker,debian
1,10,0.0058,356,2,15,31,Docker,debian
1,10,0.0072,128,2,6,3,Docker,debian
1,10,0.0085,139,5,69,30,Docker,centos
5,10,0.009,267,3.1538,29.4615,24,Docker,ubuntu
9,10,0.0106,542,6,10,3,Docker,ubuntu
35,10,0.0129,804,1,6,3,Docker,aspnet
1,10,0.0188,377,2,4,1,Docker,debian
2,10,0.0294,94,2,41.6667,4,Docker,ubuntu
2,10,0.0299,0,1,5,26,Travis,alpine-oraclejdk8
1,10,0.0356,16,1,10,8,Docker,alpine
5,10,0.0545,0,7,47,30,Circle,ubuntu
1,10,0.0773,296,5,13,226,Docker,debian-debootstrap
4,10,0.0965,0,2,14,85,Circle,centos
5,10,0.1041,0,27,32,46,Circle,ubuntu
2,10,0.1092,19,5,11,18,Docker,nginx
6,10,0.1352,245,8,27,44,Docker,golang
30,10,0.139,0,2.4615,11.0769,14,Travis,alpine
1,10,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
2,10,0.1751,330,10,11,4,Docker,nginx
1,10,0.2394,0,22,29.6667,161,Circle,ubuntu-server
8,10,0.9345,0,2,20,1123,Circle,centos
1,10,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
2,10,3.4829,0,3.6667,41.3333,222,Circle,base-jdk
3,10,7.0563,0,3,18,130,Circle,alpine-base
1,10,7.0611,0,1,9,684,Circle,basejava
8,10,7.6219,0,48.5714,89.5714,174,Circle,ubuntu
10,10,7.7354,0,1,52.75,48,Travis,alpine
2,10,7.9905,0,3,18.6,244,Circle,basebottle
21,10,12.0208,0,0.6667,5.7778,114,Circle,tomcat
31,10,12.8416,0,2,34,442,Circle,alpine
2,10,13.0814,0,0,12,49,Circle,alpine-ruby
4,10,19.93,0,0,17,88,Circle,alpine
202,10,23.0597,0,2.3158,10.1053,4106,Circle,alpine
7,10,27.9552,0,1,9,111,Travis,python
65,10,36.036,0,0,4,1208,Circle,alpine
8,10,39.0562,0,12,18,701,Circle,slidehub-base
1,10,39.9654,254,2,15.4,41,Docker,centos
1,10,52.0142,78,2.5,31,62,Docker,alpine
1,10,54.2374,27,4,19.3333,35,Docker,minimal-notebook
4,10,64.2844,0,2,10,164,Travis,alpine-node
22,10,64.9491,0,1,53,1606,Circle,ubuntu
44,10,70.3905,0,0,1,179,Travis,docker-rails
4,10,71.8883,0,1,73.75,285,Circle,fedora
2,10,82.9521,0,1,7.5,927,Travis,lewis-depends
6,10,83.0324,0,0.3333,9,88,Circle,node
30,10,92.7464,0,1.6667,17.3333,924,Travis,fpm-nginx
4,10,94.7589,0,4,17,293,Circle,core-box
5,10,97.8665,0,0,22,52,Circle,alpine
8,10,98.1166,0,8.6,12,267,Circle,ruby
3,10,110.1,0,0,6,1273,Circle,alpine-build
12,10,124.152,186,2.1579,26.8421,503,Docker,debian
2,10,141.097,262,8.4444,10.6667,515,Docker,python
8,10,160.07,0,1,9,562,Travis,node
1,10,170.079,0,5,6,240,Travis,node
10,10,182.067,0,0,11.1429,893,Circle,node
1,10,183.34,0,1.25,10.75,846,Travis,node
3,10,194.171,0,1,7,376,Travis,alpine-java
6,10,198.945,0,3,9.5,621,Travis,ruby
1,10,204.008,0,8,17.3333,448,Travis,nginx
51,10,224.738,0,2,7,2974,Circle,golang
1,10,226.105,0,1,9.1818,372,Travis,node
11,10,235.081,0,9,13,208,Circle,alpine
2,10,267.745,0,4,15,181,Circle,core-box
6,10,281.928,0,4,17,126,Circle,core-box
1,10,285.101,0,2,9.5,239,Travis,golang
3,10,301.246,0,2,9,1809,Travis,node
2,10,364.981,0,1,59,723,Travis,ubuntu
2,10,371.673,0,2,17,56,Travis,alpine
2,10,398.136,0,9,17,521,Circle,docker-perl-app-base
1,10,433.042,0,2.8571,22.7143,823,Travis,golang
1,10,450.449,0,3,6,169,Travis,alpine-java
1,10,489.985,0,1,11,284,Travis,node
10,10,500.026,0,11.5,22.5,85,Circle,diaspora-docker
31,10,526.864,0,1.014,7.5907,479,Travis,ubuntu
36,10,618.774,0,1.5,5.5,418,Circle,busybox
1,10,628.195,0,0.5,4,361,Travis,java
4,10,644.631,0,0,11,253,Circle,node
4,10,670.046,0,5,9,85,Circle,ruby
6,10,705.232,0,1,21,625,Travis,alpine-java
3,10,721.256,0,1,32,4412,Circle,base
77,10,756.17,0,3.6667,18,1022,Circle,javajsbase
13,10,769.139,0,8.75,23,451,Travis,base
2,10,769.683,0,7,29,443,Travis,base
6,10,780.828,0,4.125,17.375,360,Circle,ruby
4,10,786.55,0,6,21,2304,Travis,php
4,10,841.838,0,2,7,436,Circle,node
1,10,860.737,0,1,3,2140,Travis,buildstep
1,10,896.422,0,3,22,2981,Travis,base
4,10,903.901,0,2,32,3820,Circle,node
2,10,938.294,224,3.1429,12.4286,340,Docker,base
132,10,1059.15,0,2.7143,6.7143,17849,Circle,build_env
2,10,1116.14,0,1,4,1625,Circle,cyclus
96,10,1153.66,0,2,7,4509,Circle,node
4,10,1211.31,0,2.4286,37.2857,3186,Circle,python
21,10,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
11,10,1392.17,0,1,5,876,Travis,scratch
5,10,1575.08,0,0,14,988,Circle,python
13,11,0.001,290,3,23,10,Docker,debian
4,11,0.0011,297,5,17,8,Docker,ubuntu
90,11,0.0016,503,0,2,5,Docker,php
1,11,0.0024,986,1,4,10,Docker,opensuse
2,11,0.0024,768,14,14,15,Docker,python
4,11,0.0032,228,6,16,61,Docker,debian
1,11,0.0035,243,1,14.6667,27,Docker,alpine
1,11,0.0051,52,3,20,43,Docker,debian
1,11,0.0053,318,2,6,7,Docker,debian
1,11,0.0058,356,2,15,31,Docker,debian
4,11,0.0069,0,10,21,64,Circle,docker-perl-app-base
5,11,0.0085,160,3,33,15,Docker,alpine
8,11,0.009,267,3.1538,29.4615,24,Docker,ubuntu
3,11,0.0104,133,4,7,3,Docker,ubuntu
4,11,0.0106,542,6,10,3,Docker,ubuntu
111,11,0.0129,804,1,6,3,Docker,aspnet
2,11,0.0294,94,2,41.6667,4,Docker,ubuntu
1,11,0.0595,0,3,8.5,135,Circle,node
1,11,0.1352,245,8,27,44,Docker,golang
31,11,0.139,0,2.4615,11.0769,14,Travis,alpine
2,11,0.1559,0,2,4,55,Circle,alpine
1,11,0.1731,0,1,35,95,Circle,debian
2,11,0.1751,330,10,11,4,Docker,nginx
2,11,0.5561,0,1,77.75,140,Travis,apache-php
2,11,0.7375,394,15,37,11,Docker,ubuntu
2,11,0.9345,0,2,20,1123,Circle,centos
2,11,1.6272,80,1,5,32,Docker,logstash
10,11,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
4,11,3.3336,0,3,11.6667,103,Circle,maven
1,11,4.5204,0,1,15,118,Circle,alpine-node
31,11,6.9593,0,1,2,232,Circle,nginx
5,11,7.0611,0,1,9,684,Circle,basejava
2,11,7.7354,0,1,54,48,Travis,alpine
13,11,12.8416,0,2,36.8,442,Circle,alpine
4,11,19.93,0,0,17,88,Circle,alpine
3,11,22.5866,936,1.5,14.25,31,Docker,node
188,11,23.0597,0,2.4444,12.1111,4106,Circle,alpine
2,11,23.1062,143,1,37,239,Docker,ubuntu
120,11,23.8922,0,1,5,323,Travis,openjdk
1,11,30.266,111,3,5,174,Docker,base
1,11,30.8583,1000,6,14,4,Docker,debian
53,11,36.036,0,0,4,1208,Circle,alpine
2,11,39.9654,254,2,15.4,41,Docker,centos
2,11,52.0142,78,2.5,31,62,Docker,alpine
13,11,64.2844,0,2,10,164,Travis,alpine-node
1,11,64.8187,0,0,10.5,215,Travis,node
3,11,64.9491,0,1,38,1606,Circle,ubuntu
6,11,82.9521,0,2,6,927,Travis,lewis-depends
15,11,92.7464,0,1,26,924,Travis,fpm-nginx
10,11,94.7589,0,4,17,293,Circle,core-box
1,11,97.8665,0,0,22,52,Circle,alpine
1,11,98.0739,0,4,17.6667,55,Circle,node
2,11,110.1,0,0,6,1273,Circle,alpine-build
2,11,124.152,186,2.1579,26.8421,503,Docker,debian
9,11,160.07,0,1,9,562,Travis,node
1,11,164.087,0,0,9.5714,876,Circle,node
3,11,182.067,0,0,12,893,Circle,node
2,11,191.971,0,1.8889,8.5556,200,Circle,docker-tomcat-ffmpeg
4,11,198.945,0,3,9.5,621,Travis,ruby
5,11,204.008,0,8,21,448,Travis,nginx
3,11,220.16,0,4,17,91,Circle,core-box
90,11,224.738,0,2,7,2974,Circle,golang
2,11,225.289,0,4,17,99,Circle,core-box
2,11,226.105,0,1,9.1818,372,Travis,node
1,11,228.727,0,4,16,51,Circle,core-box
1,11,281.928,0,4,17,126,Circle,core-box
4,11,398.136,0,9,17,521,Circle,docker-perl-app-base
1,11,424.04,0,8,14,75,Travis,buildroot_basic
1,11,433.042,0,2.8571,22.7143,823,Travis,golang
11,11,500.026,0,11.5,22.5,85,Circle,diaspora-docker
53,11,526.864,0,0.9091,6.3636,479,Travis,ubuntu
3,11,618.774,0,1.5,5.5,418,Circle,busybox
5,11,628.195,0,0.5,4,361,Travis,java
3,11,644.631,0,0,11,253,Circle,node
2,11,705.232,0,1,21,625,Travis,alpine-java
4,11,717.775,0,0,9.25,2145,Circle,node
34,11,756.17,0,3.6667,18,1022,Circle,javajsbase
10,11,786.55,0,6,21,2304,Travis,php
1,11,860.737,0,1,3,2140,Travis,buildstep
2,11,863.18,0,26,68.9333,1278,Travis,base
1,11,896.422,0,3,22,2981,Travis,base
8,11,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
131,11,1059.15,0,2.7143,6.7143,17849,Circle,build_env
3,11,1211.31,0,2.4286,37.2857,3186,Circle,python
3,11,1575.08,0,0,14,988,Circle,python
7,12,0.0011,297,5,17,8,Docker,ubuntu
4,12,0.0013,306,4,15,8,Docker,ubuntu
18,12,0.0016,503,0,2,5,Docker,php
1,12,0.0017,63,9,38,17,Docker,baseimage
1,12,0.0024,986,1,4,10,Docker,opensuse
1,12,0.0029,754,4,8,6,Docker,gitlab-ce
7,12,0.0032,228,6,16,61,Docker,debian
1,12,0.0058,133,4,7,2,Docker,ubuntu
2,12,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,12,0.0085,160,3,33,15,Docker,alpine
6,12,0.0086,0,11,19,852,Circle,docker-perl-app-base
7,12,0.0104,133,4,7,3,Docker,ubuntu
163,12,0.0129,804,1,6,3,Docker,aspnet
1,12,0.0168,95,0.5,5,5,Docker,centos
1,12,0.0183,143,1,6,21,Docker,alpine
1,12,0.0537,141,2,10,29,Docker,oracle-jdk
4,12,0.0561,0,1,115.5,12,Travis,php
3,12,0.1232,0,3,5.5,194,Circle,nginx
3,12,0.1352,245,8,27,44,Docker,golang
30,12,0.139,0,2.4615,11.0769,14,Travis,alpine
1,12,0.1493,152,4,9.6667,4,Docker,java
3,12,0.1731,0,1,35,95,Circle,debian
1,12,0.5667,112,4,17,11,Docker,alpine
15,12,0.7375,394,14,37,11,Docker,ubuntu
14,12,0.9345,0,2,20,1123,Circle,centos
10,12,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
3,12,2.4782,0,2,7,40,Circle,result-processing
2,12,3.4829,0,4.2857,42.4286,222,Circle,base-jdk
2,12,4.1889,0,5.5,7,35,Circle,ubuntu
2,12,4.3663,0,3.125,7.875,134,Travis,mono
1,12,4.5204,0,1,15,118,Circle,alpine-node
1,12,7.0563,0,3,18,130,Circle,alpine-base
3,12,8.0457,0,1.5,7.5,128,Travis,node
26,12,12.8416,0,2,39,442,Circle,alpine
2,12,13.8373,0,1,12.3333,75,Circle,node
4,12,21.8894,0,2,5,364,Circle,alpine
201,12,23.0597,0,3,11.3333,4106,Circle,alpine
53,12,23.8922,0,1,5,323,Travis,openjdk
12,12,30.8583,1000,6,14,4,Docker,debian
2,12,39.0562,0,12,18,701,Circle,slidehub-base
5,12,64.2844,0,2,10,164,Travis,alpine-node
1,12,64.8187,0,0,10.5,215,Travis,node
6,12,70.3905,0,2,8,179,Travis,docker-rails
1,12,71.8883,0,1,69,285,Circle,fedora
2,12,82.9521,0,2,9.6667,927,Travis,lewis-depends
7,12,92.7464,0,1,26,924,Travis,fpm-nginx
2,12,110.1,0,0,6,1273,Circle,alpine-build
9,12,120.021,0,2,8.3333,1847,Circle,ruby
1,12,123.565,0,0,6.3333,52,Circle,node
2,12,160.07,0,1,9,562,Travis,node
1,12,170.079,0,5,6,240,Travis,node
5,12,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
42,12,224.738,0,2,7,2974,Circle,golang
1,12,226.105,0,1,9,372,Travis,node
3,12,424.04,0,8,14,75,Travis,buildroot_basic
2,12,433.042,0,5,10,823,Travis,golang
1,12,489.985,0,1,11,284,Travis,node
4,12,500.026,0,11.5,22.5,85,Circle,diaspora-docker
35,12,526.864,0,0.6667,6,479,Travis,ubuntu
1,12,628.195,0,0.5,4,361,Travis,java
1,12,644.631,0,0,11,253,Circle,node
5,12,705.232,0,1,21,625,Travis,alpine-java
3,12,717.775,0,0,9.25,2145,Circle,node
15,12,721.256,0,1,32,4412,Circle,base
1,12,780.828,0,4.125,17.375,360,Circle,ruby
1,12,786.55,0,6,21,2304,Travis,php
5,12,841.838,0,2,7,436,Circle,node
2,12,863.18,0,26,68.9333,1278,Travis,base
4,12,896.422,0,3,22,2981,Travis,base
2,12,903.901,0,2,32,3820,Circle,node
5,12,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
194,12,1059.15,0,2.7143,6.7143,17849,Circle,build_env
2,12,1089.4,0,3,20,417,Circle,openjdk
25,12,1116.14,0,1,4,1625,Circle,cyclus
38,12,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
5,12,1575.08,0,0,14,988,Circle,python
2,13,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
4,13,0.0011,297,5,17,8,Docker,ubuntu
7,13,0.0021,161,14,27,19,Docker,debian
4,13,0.0032,228,6,16,61,Docker,debian
1,13,0.0047,57,3,17,1,Docker,centos
29,13,0.0069,0,10,21,64,Circle,docker-perl-app-base
28,13,0.0085,160,3,33,15,Docker,alpine
5,13,0.009,267,1,57,24,Docker,ubuntu
2,13,0.0104,133,4,7,3,Docker,ubuntu
139,13,0.0129,804,1,6,3,Docker,aspnet
1,13,0.0168,95,0.5,5,5,Docker,centos
3,13,0.0172,57,1,9,24,Docker,centos
4,13,0.0294,94,2,41.6667,4,Docker,ubuntu
1,13,0.0356,16,1,10,8,Docker,alpine
3,13,0.1041,0,27,32,46,Circle,ubuntu
6,13,0.1352,245,8,27,44,Docker,golang
30,13,0.139,0,2.4615,11.0769,14,Travis,alpine
7,13,0.1996,0,12,29,447,Circle,passenger-ruby21
1,13,0.7054,299,1.8,7.2,22,Docker,wordpress
1,13,0.8822,0,2,7,57,Circle,nodejs
2,13,0.9345,0,2,20,1123,Circle,centos
3,13,1.1321,0,2,5.5,82,Circle,python
14,13,1.9021,144,3.7692,20.4615,59,Docker,mercury-depend
5,13,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
3,13,3.3336,0,3,11.6667,103,Circle,maven
3,13,6.9593,0,1,2,232,Circle,nginx
2,13,7.8564,0,1.5833,6.6667,164,Circle,jetty
5,13,9.0212,0,4,49,248,Circle,centos
9,13,12.0208,0,0.6667,5.7778,114,Circle,tomcat
12,13,12.8416,0,2,39,442,Circle,alpine
12,13,13.0814,0,0,16,49,Circle,alpine-ruby
3,13,14.898,0,4,15,164,Travis,golang
4,13,19.9171,0,6,8,919,Travis,ubuntu
9,13,19.93,0,1,21,88,Circle,alpine
10,13,22.5866,936,2,14,31,Docker,node
71,13,23.0597,0,3.1429,8.9524,4106,Circle,alpine
95,13,23.8922,0,1,5,323,Travis,openjdk
2,13,25.0027,0,0,6.5,81,Circle,nodejs
1,13,64.8187,0,0,10.5,215,Travis,node
8,13,64.9491,0,1,57,1606,Circle,ubuntu
2,13,71.8883,0,1,68.3333,285,Circle,fedora
5,13,83.0324,0,0,7.5,88,Circle,node
35,13,92.7464,0,1,12.2857,924,Travis,fpm-nginx
8,13,97.8665,0,0,24,52,Circle,alpine
3,13,110.1,0,0,6,1273,Circle,alpine-build
8,13,120.021,0,2,8.3333,1847,Circle,ruby
3,13,139.006,0,8,52.2,174,Travis,ubuntu
13,13,141.097,262,9,12.6667,515,Docker,python
3,13,209.99,42,1.2353,14.6471,39,Docker,alpine
1,13,218.159,0,2,18,211,Travis,haproxy
2,13,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
4,13,378.032,41,0.25,7,42,Docker,docker
9,13,433.042,0,5,10,823,Travis,golang
5,13,500.026,0,11.5,22.5,85,Circle,diaspora-docker
2,13,526.864,0,0.6667,6,479,Travis,ubuntu
5,13,670.046,0,4,9,85,Circle,ruby
28,13,721.256,0,1,31,4412,Circle,base
1,13,756.17,0,3.6667,18,1022,Circle,javajsbase
1,13,780.828,0,4.125,17.375,360,Circle,ruby
6,13,841.838,0,2,7,436,Circle,node
7,13,896.422,0,3,22,2981,Travis,base
3,13,903.901,0,2,32.6667,3820,Circle,node
4,13,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
162,13,1059.15,0,2.7143,6.7143,17849,Circle,build_env
2,13,1089.4,0,3,20,417,Circle,openjdk
9,13,1116.14,0,0.6667,5,1625,Circle,cyclus
40,13,1277.01,0,1.96,18.6,6221,Circle,cyclus-deps
4,13,1575.08,0,0,14,988,Circle,python
6,14,0.001,290,3,23,10,Docker,debian
1,14,0.0013,306,4,15,8,Docker,ubuntu
1,14,0.0017,340,2,8.25,14,Docker,debian
1,14,0.0021,161,14,27,19,Docker,debian
2,14,0.0023,46,8,71,17,Docker,base
1,14,0.0024,18,1,76,25,Docker,ubuntu
1,14,0.0047,57,3,17,1,Docker,centos
19,14,0.0069,0,10,21,64,Circle,docker-perl-app-base
6,14,0.0085,160,3,33,15,Docker,alpine
2,14,0.0104,133,4,7,3,Docker,ubuntu
33,14,0.0129,804,1,6,3,Docker,aspnet
1,14,0.0168,95,0.5,5,5,Docker,centos
1,14,0.0212,77,4,15,3,Docker,alpine
5,14,0.0294,94,2,41.6667,4,Docker,ubuntu
1,14,0.0342,65,2.6667,8,5,Docker,elk
1,14,0.0773,296,5,13,226,Docker,debian-debootstrap
5,14,0.1232,0,3,6,194,Circle,nginx
10,14,0.1352,245,8,27,44,Docker,golang
30,14,0.139,0,2.4615,11.0769,14,Travis,alpine
1,14,0.1996,0,12,29,447,Circle,passenger-ruby21
7,14,0.9345,0,2,20,1123,Circle,centos
3,14,1.1321,0,2,5.5,82,Circle,python
1,14,1.9021,144,8,23,59,Docker,mercury-depend
6,14,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
7,14,4.3663,0,3.125,7.875,134,Travis,mono
1,14,4.5204,0,1,15,118,Circle,alpine-node
4,14,5.0292,79,2,8.5,42,Docker,centos
28,14,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,14,12.8416,0,2,39,442,Circle,alpine
2,14,14.898,0,4,15,164,Travis,golang
1,14,22.5866,936,2,14,31,Docker,node
123,14,23.0597,0,2,16,4106,Circle,alpine
16,14,23.8922,0,1,5,323,Travis,openjdk
1,14,39.9654,254,2,15.4,41,Docker,centos
11,14,70.3905,0,2,8,179,Travis,docker-rails
2,14,71.8883,0,1,68.3333,285,Circle,fedora
7,14,82.3704,0,0,10,71,Circle,node
12,14,92.7464,0,1,12.2857,924,Travis,fpm-nginx
3,14,98.0739,0,4,19,55,Circle,node
2,14,114.074,20,1,47,8,Docker,alpine
9,14,120.021,0,2,8.3333,1847,Circle,ruby
4,14,155.068,0,9.875,13.875,420,Circle,ubuntu
1,14,183.34,0,1.25,10.75,846,Travis,node
8,14,209.99,42,2.9231,18.9231,39,Docker,alpine
1,14,218.159,0,2,18,211,Travis,haproxy
2,14,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
7,14,267.767,0,1,14,152,Circle,typo3-flow-neos-abstract
3,14,433.042,0,4.2,10.4,823,Travis,golang
3,14,500.026,0,11.5,22.5,85,Circle,diaspora-docker
17,14,550.778,0,0,10,936,Circle,node
1,14,644.631,0,0,11,253,Circle,node
2,14,717.775,0,0,9.25,2145,Circle,node
61,14,721.256,0,1,31,4412,Circle,base
2,14,786.55,0,6,21,2304,Travis,php
2,14,841.838,0,2,7,436,Circle,node
8,14,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
1,14,938.294,224,2.5,12,340,Docker,base
164,14,1059.15,0,2.7143,6.7143,17849,Circle,build_env
4,14,1277.01,0,1.96,18.6,6221,Circle,cyclus-deps
3,15,0.0013,306,4,15,8,Docker,ubuntu
8,15,0.0017,60,1,71,32,Docker,ubuntu
1,15,0.0024,986,1,4,10,Docker,opensuse
1,15,0.0029,754,4,8,6,Docker,gitlab-ce
3,15,0.0033,27,6.6667,28,18,Docker,ubuntu
1,15,0.0047,57,3,17,1,Docker,centos
